index,date,temperature,precipitation,humidity,location
154,2010/6/3,22.5,0,59,Kumamoto
155,2010/6/4,21.3,0,64,Kumamoto
156,2010/6/5,23,0,62,Kumamoto
157,2010/6/6,23.3,0.5,60,Kumamoto
158,2010/6/7,21.4,2,69,Kumamoto
159,2010/6/8,23.2,0,62,Kumamoto
160,2010/6/9,24.2,0,57,Kumamoto
161,2010/6/10,24,0,55,Kumamoto
162,2010/6/11,25.4,0,54,Kumamoto
163,2010/6/12,25.3,1,57,Kumamoto
164,2010/6/13,24.4,12,67,Kumamoto
165,2010/6/14,24.8,3.5,75,Kumamoto
166,2010/6/15,23.3,7,86,Kumamoto
167,2010/6/16,24.9,0,72,Kumamoto
168,2010/6/17,25.1,24.5,78,Kumamoto
169,2010/6/18,23.7,63,92,Kumamoto
170,2010/6/19,25.3,3,86,Kumamoto
171,2010/6/20,23.6,35,89,Kumamoto
172,2010/6/21,23,5,90,Kumamoto
173,2010/6/22,23.5,13,86,Kumamoto
174,2010/6/23,23.1,1.5,86,Kumamoto
175,2010/6/24,25.2,0,77,Kumamoto
176,2010/6/25,23.4,18.5,87,Kumamoto
177,2010/6/26,24.8,55.5,90,Kumamoto
178,2010/6/27,27.1,7.5,83,Kumamoto
179,2010/6/28,26.3,15.5,86,Kumamoto
180,2010/6/29,23.4,79,92,Kumamoto
181,2010/6/30,23.7,54,89,Kumamoto
182,2010/7/1,27,0,81,Kumamoto
183,2010/7/2,27.4,0.5,82,Kumamoto
184,2010/7/3,25.8,33.5,92,Kumamoto
185,2010/7/4,25.1,35.5,93,Kumamoto
186,2010/7/5,25.6,1,85,Kumamoto
187,2010/7/6,25.4,0,83,Kumamoto
188,2010/7/7,26.8,0,73,Kumamoto
189,2010/7/8,26.4,0,72,Kumamoto
190,2010/7/9,25.3,32,80,Kumamoto
191,2010/7/10,25.1,14,81,Kumamoto
192,2010/7/11,27.8,11.5,81,Kumamoto
193,2010/7/12,26.2,57.5,89,Kumamoto
194,2010/7/13,26.1,45,89,Kumamoto
195,2010/7/14,25.3,40.5,89,Kumamoto
196,2010/7/15,25.9,6.5,83,Kumamoto
197,2010/7/16,25.9,11.5,83,Kumamoto
198,2010/7/17,26.7,6,81,Kumamoto
199,2010/7/18,26.8,19,77,Kumamoto
200,2010/7/19,28.4,24,76,Kumamoto
201,2010/7/20,29.3,0,66,Kumamoto
202,2010/7/21,29.2,3.5,70,Kumamoto
203,2010/7/22,29.5,0,73,Kumamoto
204,2010/7/23,29.5,0,69,Kumamoto
205,2010/7/24,29.3,0,67,Kumamoto
206,2010/7/25,29,3,70,Kumamoto
207,2010/7/26,29,0,68,Kumamoto
208,2010/7/27,29.1,0,69,Kumamoto
209,2010/7/28,26.5,12.5,82,Kumamoto
210,2010/7/29,27.3,5,83,Kumamoto
211,2010/7/30,28.7,0,78,Kumamoto
212,2010/7/31,29.4,0,76,Kumamoto
213,2010/8/1,29.1,4,79,Kumamoto
214,2010/8/2,29.6,0,77,Kumamoto
215,2010/8/3,30.3,0,74,Kumamoto
216,2010/8/4,30.3,0,67,Kumamoto
217,2010/8/5,29.6,7.5,75,Kumamoto
218,2010/8/6,30,0,67,Kumamoto
219,2010/8/7,29,0,59,Kumamoto
220,2010/8/8,29.8,0,59,Kumamoto
221,2010/8/9,28.4,4,74,Kumamoto
222,2010/8/10,30.8,0,62,Kumamoto
223,2010/8/11,28.2,9,79,Kumamoto
224,2010/8/12,28.7,0,80,Kumamoto
225,2010/8/13,28.4,4.5,82,Kumamoto
226,2010/8/14,29.4,0,76,Kumamoto
227,2010/8/15,29.6,0,72,Kumamoto
228,2010/8/16,29.6,0,72,Kumamoto
229,2010/8/17,29.5,0,73,Kumamoto
230,2010/8/18,28.8,13.5,76,Kumamoto
231,2010/8/19,29.9,0,69,Kumamoto
232,2010/8/20,31.1,0,64,Kumamoto
233,2010/8/21,31.1,0,62,Kumamoto
234,2010/8/22,30.1,0,69,Kumamoto
235,2010/8/23,30.6,0,69,Kumamoto
236,2010/8/24,30.1,0,69,Kumamoto
237,2010/8/25,29.6,2.5,68,Kumamoto
238,2010/8/26,28.4,5,75,Kumamoto
239,2010/8/27,29.8,0,62,Kumamoto
240,2010/8/28,31.2,0,56,Kumamoto
241,2010/8/29,28.9,5.5,73,Kumamoto
242,2010/8/30,27.1,2.5,83,Kumamoto
243,2010/8/31,29.1,0,69,Kumamoto
244,2010/9/1,30.4,0,58,Kumamoto
245,2010/9/2,29.6,0,64,Kumamoto
246,2010/9/3,30.5,0,65,Kumamoto
247,2010/9/4,29.9,16,68,Kumamoto
248,2010/9/5,28.6,0,72,Kumamoto
249,2010/9/6,28.8,1.5,70,Kumamoto
250,2010/9/7,28.4,3.5,77,Kumamoto
251,2010/9/8,26.9,0,78,Kumamoto
252,2010/9/9,27.9,0,72,Kumamoto
253,2010/9/10,29,0,69,Kumamoto
254,2010/9/11,29.4,0,70,Kumamoto
255,2010/9/12,27.9,13,78,Kumamoto
256,2010/9/13,25.2,11.5,84,Kumamoto
257,2010/9/14,25,0,73,Kumamoto
258,2010/9/15,24.3,0,76,Kumamoto
259,2010/9/16,26.4,0,63,Kumamoto
260,2010/9/17,26.1,0,59,Kumamoto
261,2010/9/18,26.6,0,57,Kumamoto
262,2010/9/19,27.5,0,68,Kumamoto
263,2010/9/20,27.9,0,74,Kumamoto
264,2010/9/21,28.9,0,71,Kumamoto
265,2010/9/22,27.1,12,81,Kumamoto
266,2010/9/23,22.6,21.5,76,Kumamoto
267,2010/9/24,22.1,0,57,Kumamoto
268,2010/9/25,21.6,0,59,Kumamoto
269,2010/9/26,22.3,0,66,Kumamoto
270,2010/9/27,21.3,37,89,Kumamoto
271,2010/9/28,23,0,72,Kumamoto
272,2010/9/29,21.5,0,69,Kumamoto
273,2010/9/30,20.4,2,81,Kumamoto
274,2010/10/1,23.3,0,69,Kumamoto
275,2010/10/2,23.8,0,72,Kumamoto
276,2010/10/3,22.4,27,87,Kumamoto
277,2010/10/4,20.9,0,67,Kumamoto
278,2010/10/5,19.4,0,68,Kumamoto
279,2010/10/6,19.2,0,65,Kumamoto
280,2010/10/7,20.3,0,60,Kumamoto
281,2010/10/8,20.5,1.5,78,Kumamoto
282,2010/10/9,21.1,7,84,Kumamoto
283,2010/10/10,21.3,0,72,Kumamoto
284,2010/10/11,20.7,0,68,Kumamoto
285,2010/10/12,21.3,0,70,Kumamoto
286,2010/10/13,21.3,0,74,Kumamoto
287,2010/10/14,21.1,0,74,Kumamoto
288,2010/10/15,20.5,0,57,Kumamoto
289,2010/10/16,17.5,0,57,Kumamoto
290,2010/10/17,18.4,0,57,Kumamoto
291,2010/10/18,20.2,0,54,Kumamoto
292,2010/10/19,21.4,0,57,Kumamoto
293,2010/10/20,21.8,3,70,Kumamoto
294,2010/10/21,20.9,3.5,71,Kumamoto
295,2010/10/22,20.8,0,59,Kumamoto
296,2010/10/23,23.6,0,60,Kumamoto
297,2010/10/24,21.6,30,84,Kumamoto
298,2010/10/25,20.5,13,90,Kumamoto
299,2010/10/26,15.8,0,64,Kumamoto
300,2010/10/27,13.7,0,56,Kumamoto
301,2010/10/28,15,0,60,Kumamoto
302,2010/10/29,15.8,0,57,Kumamoto
303,2010/10/30,17.1,0,65,Kumamoto
304,2010/10/31,17.4,0,71,Kumamoto
305,2010/11/1,15.4,0,65,Kumamoto
306,2010/11/2,13.5,0,65,Kumamoto
307,2010/11/3,11.9,0,62,Kumamoto
308,2010/11/4,11.5,0,66,Kumamoto
309,2010/11/5,12.7,0,67,Kumamoto
310,2010/11/6,14.9,1.5,71,Kumamoto
311,2010/11/7,17.3,0,77,Kumamoto
312,2010/11/8,16.1,0,61,Kumamoto
313,2010/11/9,12.3,0,51,Kumamoto
314,2010/11/10,12.3,0,60,Kumamoto
315,2010/11/11,15.1,0,67,Kumamoto
316,2010/11/12,16.2,9,68,Kumamoto
317,2010/11/13,13.4,0,78,Kumamoto
318,2010/11/14,15.9,0,74,Kumamoto
319,2010/11/15,12.1,0,68,Kumamoto
320,2010/11/16,10.1,0,68,Kumamoto
321,2010/11/17,10.6,0,64,Kumamoto
322,2010/11/18,10.7,0,63,Kumamoto
323,2010/11/19,11.6,0,66,Kumamoto
324,2010/11/20,12.6,0,70,Kumamoto
325,2010/11/21,13.2,0,75,Kumamoto
326,2010/11/22,13.1,13,91,Kumamoto
327,2010/11/23,12.5,0,72,Kumamoto
328,2010/11/24,11.6,0,67,Kumamoto
329,2010/11/25,11.5,0,72,Kumamoto
330,2010/11/26,9.6,0,62,Kumamoto
331,2010/11/27,8.8,5.5,68,Kumamoto
332,2010/11/28,9.2,0,75,Kumamoto
333,2010/11/29,7.9,0,69,Kumamoto
334,2010/11/30,10.2,0,69,Kumamoto
335,2010/12/1,13.5,0,70,Kumamoto
336,2010/12/2,13.4,18,83,Kumamoto
337,2010/12/3,11.8,0.5,64,Kumamoto
338,2010/12/4,7.5,0,71,Kumamoto
339,2010/12/5,8.7,0,68,Kumamoto
340,2010/12/6,11.1,0,71,Kumamoto
341,2010/12/7,9.8,0.5,71,Kumamoto
342,2010/12/8,7.5,1,75,Kumamoto
343,2010/12/9,6.5,1,62,Kumamoto
344,2010/12/10,6,0,67,Kumamoto
345,2010/12/11,9.3,2,74,Kumamoto
346,2010/12/12,8.7,0,60,Kumamoto
347,2010/12/13,12,30.5,90,Kumamoto
348,2010/12/14,12.9,4.5,75,Kumamoto
349,2010/12/15,5.4,0,59,Kumamoto
350,2010/12/16,3.7,0,62,Kumamoto
351,2010/12/17,5.4,0,64,Kumamoto
352,2010/12/18,6.4,0,73,Kumamoto
353,2010/12/19,9.2,0,69,Kumamoto
354,2010/12/20,13.1,4.5,81,Kumamoto
355,2010/12/21,11.8,9,91,Kumamoto
356,2010/12/22,11.3,0.5,83,Kumamoto
357,2010/12/23,8.9,0,74,Kumamoto
358,2010/12/24,6,0,61,Kumamoto
359,2010/12/25,2.7,0,58,Kumamoto
360,2010/12/26,1.9,10,88,Kumamoto
361,2010/12/27,4.6,0.5,85,Kumamoto
362,2010/12/28,8.6,1.5,70,Kumamoto
363,2010/12/29,6.1,0.5,59,Kumamoto
364,2010/12/30,3.9,8,82,Kumamoto
365,2010/12/31,0.9,1,65,Kumamoto
366,2011/1/1,2,0.5,71,Kumamoto
367,2011/1/2,4.1,0,80,Kumamoto
368,2011/1/3,4.3,0,82,Kumamoto
369,2011/1/4,4.6,0,75,Kumamoto
370,2011/1/5,4,1,86,Kumamoto
371,2011/1/6,4.1,0,69,Kumamoto
372,2011/1/7,2.2,0,70,Kumamoto
373,2011/1/8,3,0,68,Kumamoto
374,2011/1/9,4.5,0,72,Kumamoto
375,2011/1/10,2,0,78,Kumamoto
376,2011/1/11,3,0,73,Kumamoto
377,2011/1/12,3.5,0,63,Kumamoto
378,2011/1/13,2.9,0,64,Kumamoto
379,2011/1/14,3.3,0,65,Kumamoto
380,2011/1/15,2.6,1,67,Kumamoto
381,2011/1/16,-0.4,0,49,Kumamoto
382,2011/1/17,0.8,0,59,Kumamoto
383,2011/1/18,1.8,0,66,Kumamoto
384,2011/1/19,3.3,0,66,Kumamoto
385,2011/1/20,3.1,0,66,Kumamoto
386,2011/1/21,3.2,0,67,Kumamoto
387,2011/1/22,2.8,0,66,Kumamoto
388,2011/1/23,3.6,0,62,Kumamoto
389,2011/1/24,3.5,0,64,Kumamoto
390,2011/1/25,3.1,0,61,Kumamoto
391,2011/1/26,3,0,54,Kumamoto
392,2011/1/27,2,0,57,Kumamoto
393,2011/1/28,3.6,0,58,Kumamoto
394,2011/1/29,1.9,0,62,Kumamoto
395,2011/1/30,0.6,0,55,Kumamoto
396,2011/1/31,0.8,0,62,Kumamoto
397,2011/2/1,4.4,0,62,Kumamoto
398,2011/2/2,4.4,0,72,Kumamoto
399,2011/2/3,5.1,0,67,Kumamoto
400,2011/2/4,6.4,0,60,Kumamoto
401,2011/2/5,8.4,0,52,Kumamoto
402,2011/2/6,6,0,65,Kumamoto
403,2011/2/7,7.1,0,66,Kumamoto
404,2011/2/8,8,5,74,Kumamoto
405,2011/2/9,9.6,0,66,Kumamoto
406,2011/2/10,5.9,4.5,70,Kumamoto
407,2011/2/11,5.8,0.5,77,Kumamoto
408,2011/2/12,3.1,0,63,Kumamoto
409,2011/2/13,3.2,0,70,Kumamoto
410,2011/2/14,3.5,9.5,82,Kumamoto
411,2011/2/15,5.4,0,66,Kumamoto
412,2011/2/16,5.9,0,69,Kumamoto
413,2011/2/17,10.8,13,89,Kumamoto
414,2011/2/18,8.6,0,65,Kumamoto
415,2011/2/19,7.3,0,63,Kumamoto
416,2011/2/20,10.2,0,57,Kumamoto
417,2011/2/21,10.4,0,46,Kumamoto
418,2011/2/22,10.1,0,48,Kumamoto
419,2011/2/23,12,0,63,Kumamoto
420,2011/2/24,15.1,0,64,Kumamoto
421,2011/2/25,15.3,0,58,Kumamoto
422,2011/2/26,13.2,0,45,Kumamoto
423,2011/2/27,14.4,2.5,72,Kumamoto
424,2011/2/28,14.2,4.5,84,Kumamoto
425,2011/3/1,10.4,0.5,77,Kumamoto
426,2011/3/2,7.6,0,56,Kumamoto
427,2011/3/3,4,0,60,Kumamoto
428,2011/3/4,4,0,56,Kumamoto
429,2011/3/5,5.8,0,53,Kumamoto
430,2011/3/6,7.9,25,86,Kumamoto
431,2011/3/7,8.1,3,65,Kumamoto
432,2011/3/8,6.3,0,55,Kumamoto
433,2011/3/9,6.4,0,51,Kumamoto
434,2011/3/10,5.1,0,57,Kumamoto
435,2011/3/11,6.3,0,51,Kumamoto
436,2011/3/12,9,0,56,Kumamoto
437,2011/3/13,13,0,59,Kumamoto
438,2011/3/14,14,1,69,Kumamoto
439,2011/3/15,11.7,0,64,Kumamoto
440,2011/3/16,5.9,0,40,Kumamoto
441,2011/3/17,5.8,0,47,Kumamoto
442,2011/3/18,7.4,0,47,Kumamoto
443,2011/3/19,12.9,0,62,Kumamoto
444,2011/3/20,13,16,88,Kumamoto
445,2011/3/21,12.5,2,89,Kumamoto
446,2011/3/22,9.9,1.5,65,Kumamoto
447,2011/3/23,6.7,0,60,Kumamoto
448,2011/3/24,7.1,0,52,Kumamoto
449,2011/3/25,7,0.5,55,Kumamoto
450,2011/3/26,5.9,0,54,Kumamoto
451,2011/3/27,6.7,0,50,Kumamoto
452,2011/3/28,8.4,0,48,Kumamoto
453,2011/3/29,8.7,1,66,Kumamoto
454,2011/3/30,9.6,0,66,Kumamoto
455,2011/3/31,11.6,0,54,Kumamoto
456,2011/4/1,13.7,0,52,Kumamoto
457,2011/4/2,14.4,0,60,Kumamoto
458,2011/4/3,12.9,0,56,Kumamoto
459,2011/4/4,12.5,0,38,Kumamoto
460,2011/4/5,13.7,0,38,Kumamoto
461,2011/4/6,14.9,0,48,Kumamoto
462,2011/4/7,18.2,0,50,Kumamoto
463,2011/4/8,15.3,18,86,Kumamoto
464,2011/4/9,15.9,1,64,Kumamoto
465,2011/4/10,14.6,0,54,Kumamoto
466,2011/4/11,12.7,0,64,Kumamoto
467,2011/4/12,12.3,0,56,Kumamoto
468,2011/4/13,12.9,0,60,Kumamoto
469,2011/4/14,14.4,0,58,Kumamoto
470,2011/4/15,17,1,76,Kumamoto
471,2011/4/16,17.9,0,70,Kumamoto
472,2011/4/17,16.9,0,62,Kumamoto
473,2011/4/18,15.3,0,56,Kumamoto
474,2011/4/19,10.6,0,59,Kumamoto
475,2011/4/20,12.6,0,60,Kumamoto
476,2011/4/21,15.4,0,53,Kumamoto
477,2011/4/22,17.2,6.5,58,Kumamoto
478,2011/4/23,14.4,16.5,68,Kumamoto
479,2011/4/24,11.4,0.5,78,Kumamoto
480,2011/4/25,14.3,0,62,Kumamoto
481,2011/4/26,18.5,0,54,Kumamoto
482,2011/4/27,18,10,76,Kumamoto
483,2011/4/28,14.2,0.5,53,Kumamoto
484,2011/4/29,15.3,0,55,Kumamoto
485,2011/4/30,19,13,69,Kumamoto
486,2011/5/1,18.8,3,72,Kumamoto
487,2011/5/2,16.8,0,58,Kumamoto
488,2011/5/3,15.5,2,76,Kumamoto
489,2011/5/4,18,0,62,Kumamoto
490,2011/5/5,19.2,0,59,Kumamoto
491,2011/5/6,19.2,0,64,Kumamoto
492,2011/5/7,20.9,0,72,Kumamoto
493,2011/5/8,23.4,0,72,Kumamoto
494,2011/5/9,24.4,0,76,Kumamoto
495,2011/5/10,24,37,85,Kumamoto
496,2011/5/11,24.3,10.5,86,Kumamoto
497,2011/5/12,20.1,3,89,Kumamoto
498,2011/5/13,18.9,0,53,Kumamoto
499,2011/5/14,19.1,0,51,Kumamoto
500,2011/5/15,18.8,0,48,Kumamoto
501,2011/5/16,19.2,0,55,Kumamoto
502,2011/5/17,19.2,0,67,Kumamoto
503,2011/5/18,20.6,0,57,Kumamoto
504,2011/5/19,21.9,0,55,Kumamoto
505,2011/5/20,23.7,0,64,Kumamoto
506,2011/5/21,25.1,0,69,Kumamoto
507,2011/5/22,24,0,72,Kumamoto
508,2011/5/23,18.5,5,83,Kumamoto
509,2011/5/24,19.9,0.5,65,Kumamoto
510,2011/5/25,21.7,0,59,Kumamoto
511,2011/5/26,20.9,8,76,Kumamoto
512,2011/5/27,20.7,1,84,Kumamoto
513,2011/5/28,19.4,33,90,Kumamoto
514,2011/5/29,19,22.5,81,Kumamoto
515,2011/5/30,19,0,63,Kumamoto
516,2011/5/31,20.7,0,60,Kumamoto
517,2011/6/1,21.4,1,70,Kumamoto
518,2011/6/2,22.3,5,75,Kumamoto
519,2011/6/3,22.7,0,73,Kumamoto
520,2011/6/4,23.4,0,67,Kumamoto
521,2011/6/5,20.9,12,83,Kumamoto
522,2011/6/6,22.4,0,74,Kumamoto
523,2011/6/7,19.1,24,88,Kumamoto
524,2011/6/8,22.1,2,80,Kumamoto
525,2011/6/9,24,0,73,Kumamoto
526,2011/6/10,23,41,87,Kumamoto
527,2011/6/11,23.3,153,90,Kumamoto
528,2011/6/12,21.3,212,93,Kumamoto
529,2011/6/13,21.5,0,85,Kumamoto
530,2011/6/14,21.7,0,74,Kumamoto
531,2011/6/15,20.2,25.5,86,Kumamoto
532,2011/6/16,21.2,62,92,Kumamoto
533,2011/6/17,22.8,0,83,Kumamoto
534,2011/6/18,22.1,71.5,93,Kumamoto
535,2011/6/19,21.8,48.5,92,Kumamoto
536,2011/6/20,22.8,158.5,91,Kumamoto
537,2011/6/21,24.5,18.5,88,Kumamoto
538,2011/6/22,27.4,5,77,Kumamoto
539,2011/6/23,28.8,0,72,Kumamoto
540,2011/6/24,29.7,0,65,Kumamoto
541,2011/6/25,27.6,15.5,76,Kumamoto
542,2011/6/26,29.2,1,65,Kumamoto
543,2011/6/27,26.5,62.5,81,Kumamoto
544,2011/6/28,28.9,0,68,Kumamoto
545,2011/6/29,28.7,0,70,Kumamoto
546,2011/6/30,27.5,10,77,Kumamoto
547,2011/7/1,25.2,34.5,87,Kumamoto
548,2011/7/2,26.2,0,82,Kumamoto
549,2011/7/3,27.3,0,80,Kumamoto
550,2011/7/4,26,37.5,88,Kumamoto
551,2011/7/5,25.8,3.5,72,Kumamoto
552,2011/7/6,23.7,123.5,92,Kumamoto
553,2011/7/7,27.8,0,77,Kumamoto
554,2011/7/8,28.7,0,72,Kumamoto
555,2011/7/9,29.7,0,69,Kumamoto
556,2011/7/10,28.6,12.5,72,Kumamoto
557,2011/7/11,27.4,0,73,Kumamoto
558,2011/7/12,27.6,7.5,75,Kumamoto
559,2011/7/13,26.9,29.5,79,Kumamoto
560,2011/7/14,28.9,0,67,Kumamoto
561,2011/7/15,29.4,0,66,Kumamoto
562,2011/7/16,29.9,0,63,Kumamoto
563,2011/7/17,29.9,0,61,Kumamoto
564,2011/7/18,28.4,0,67,Kumamoto
565,2011/7/19,27.7,0,69,Kumamoto
566,2011/7/20,25.3,0,77,Kumamoto
567,2011/7/21,25.2,0,73,Kumamoto
568,2011/7/22,27,0,68,Kumamoto
569,2011/7/23,28.2,0,66,Kumamoto
570,2011/7/24,28.5,0,66,Kumamoto
571,2011/7/25,28.7,0,70,Kumamoto
572,2011/7/26,27.7,4.5,72,Kumamoto
573,2011/7/27,28,0,71,Kumamoto
574,2011/7/28,28.8,0,69,Kumamoto
575,2011/7/29,28.6,0,69,Kumamoto
576,2011/7/30,28.6,0,70,Kumamoto
577,2011/7/31,29.7,0,67,Kumamoto
578,2011/8/1,29.1,0,70,Kumamoto
579,2011/8/2,28,4.5,74,Kumamoto
580,2011/8/3,29.2,0,61,Kumamoto
581,2011/8/4,30.4,0,55,Kumamoto
582,2011/8/5,28.9,2,67,Kumamoto
583,2011/8/6,27.6,13.5,78,Kumamoto
